Sample in Buffer,Sample in Window,TRIGGER,design_1_i/util_ds_buf_0_BUFG_O,design_1_i/xadc_slice_Dout[11:0]
27433,27433,0,1,993
27434,27434,0,1,978
27435,27435,0,1,966
27436,27436,0,1,961
27437,27437,0,1,954
27438,27438,0,1,951
27439,27439,0,1,950
27440,27440,0,1,949
27441,27441,0,1,945
27442,27442,0,1,946
27443,27443,0,1,944
27444,27444,0,1,946
27445,27445,0,1,945
27446,27446,0,1,945
27447,27447,0,1,944
27448,27448,0,1,942
27449,27449,0,1,948
27450,27450,0,1,962
27451,27451,0,1,981
27452,27452,0,1,994
27453,27453,0,1,1003
27454,27454,0,1,1007
27455,27455,0,1,1011
27456,27456,0,1,1013
27457,27457,0,1,1014
27458,27458,0,1,1016
27459,27459,0,1,1016
27460,27460,0,1,1017
27461,27461,0,1,1017
27462,27462,0,1,1020
27463,27463,0,1,1018
27464,27464,0,1,1017
27465,27465,0,1,1018
27466,27466,0,1,1018
27467,27467,0,1,1018
27468,27468,0,1,1017
27469,27469,0,1,1015
27470,27470,0,1,1017
27471,27471,0,1,1017
27472,27472,0,1,1018
27473,27473,0,1,1017
27474,27474,0,1,1019
27475,27475,0,1,1018
27476,27476,0,1,1018
27477,27477,0,1,1016
27478,27478,0,1,1019
27479,27479,0,1,1019
27480,27480,0,1,1017
27481,27481,0,1,1020
27482,27482,0,1,1018
27483,27483,0,1,1017
27484,27484,0,1,1013
27485,27485,0,1,994
27486,27486,0,1,979
27487,27487,0,1,969
27488,27488,0,1,959
27489,27489,0,1,952
27490,27490,0,1,949
27491,27491,0,1,947
27492,27492,0,1,947
27493,27493,0,1,948
27494,27494,0,1,946
27495,27495,0,1,948
27496,27496,0,1,944
27497,27497,0,1,945
27498,27498,0,1,945
27499,27499,0,1,945
27500,27500,0,1,947
27501,27501,0,1,946
27502,27502,0,1,948
27503,27503,0,1,946
27504,27504,0,1,946
27505,27505,0,1,943
27506,27506,0,1,944
27507,27507,0,1,943
27508,27508,0,1,944
27509,27509,0,1,947
27510,27510,0,1,946
27511,27511,0,1,945
27512,27512,0,1,944
27513,27513,0,1,945
27514,27514,0,1,943
27515,27515,0,1,944
27516,27516,0,1,946
27517,27517,0,1,945
27518,27518,0,1,946
27519,27519,0,1,957
27520,27520,0,1,975
27521,27521,0,1,990
27522,27522,0,1,999
27523,27523,0,1,1007
27524,27524,0,1,1010
27525,27525,0,1,1015
27526,27526,0,1,1015
27527,27527,0,1,1014
27528,27528,0,1,1015
27529,27529,0,1,1016
27530,27530,0,1,1016
27531,27531,0,1,1016
27532,27532,0,1,1017
27533,27533,0,1,1018
27534,27534,0,1,1018
27535,27535,0,1,1018
27536,27536,0,1,1013
27537,27537,0,1,998
27538,27538,0,1,984
27539,27539,0,1,970
27540,27540,0,1,960
27541,27541,0,1,953
27542,27542,0,1,951
27543,27543,0,1,949
27544,27544,0,1,947
27545,27545,0,1,945
27546,27546,0,1,946
27547,27547,0,1,945
27548,27548,0,1,945
27549,27549,0,1,945
27550,27550,0,1,947
27551,27551,0,1,946
27552,27552,0,1,948
27553,27553,0,1,949
27554,27554,0,1,960
27555,27555,0,1,979
27556,27556,0,1,992
27557,27557,0,1,1000
27558,27558,0,1,1007
27559,27559,0,1,1011
27560,27560,0,1,1013
27561,27561,0,1,1014
27562,27562,0,1,1013
27563,27563,0,1,1018
27564,27564,0,1,1017
27565,27565,0,1,1018
27566,27566,0,1,1019
27567,27567,0,1,1020
27568,27568,0,1,1017
27569,27569,0,1,1017
27570,27570,0,1,1019
27571,27571,0,1,1008
27572,27572,0,1,994
27573,27573,0,1,976
27574,27574,0,1,966
27575,27575,0,1,960
27576,27576,0,1,953
27577,27577,0,1,951
27578,27578,0,1,949
27579,27579,0,1,947
27580,27580,0,1,947
27581,27581,0,1,946
27582,27582,0,1,945
27583,27583,0,1,944
27584,27584,0,1,945
27585,27585,0,1,944
27586,27586,0,1,945
27587,27587,0,1,945
27588,27588,0,1,949
27589,27589,0,1,965
27590,27590,0,1,982
27591,27591,0,1,993
27592,27592,0,1,1005
27593,27593,0,1,1008
27594,27594,0,1,1012
27595,27595,0,1,1015
27596,27596,0,1,1017
27597,27597,0,1,1018
27598,27598,0,1,1017
27599,27599,0,1,1017
27600,27600,0,1,1018
27601,27601,0,1,1015
27602,27602,0,1,1015
27603,27603,0,1,1017
27604,27604,0,1,1018
27605,27605,0,1,1017
27606,27606,0,1,1005
27607,27607,0,1,986
27608,27608,0,1,973
27609,27609,0,1,963
27610,27610,0,1,957
27611,27611,0,1,954
27612,27612,0,1,950
27613,27613,0,1,948
27614,27614,0,1,950
27615,27615,0,1,946
27616,27616,0,1,947
27617,27617,0,1,945
27618,27618,0,1,944
27619,27619,0,1,943
27620,27620,0,1,942
27621,27621,0,1,946
27622,27622,0,1,944
27623,27623,0,1,952
27624,27624,0,1,971
27625,27625,0,1,986
27626,27626,0,1,998
27627,27627,0,1,1006
27628,27628,0,1,1009
27629,27629,0,1,1013
27630,27630,0,1,1015
27631,27631,0,1,1016
27632,27632,0,1,1018
27633,27633,0,1,1017
27634,27634,0,1,1018
27635,27635,0,1,1018
27636,27636,0,1,1019
27637,27637,0,1,1017
27638,27638,0,1,1017
27639,27639,0,1,1019
27640,27640,0,1,1018
27641,27641,0,1,1019
27642,27642,0,1,1019
27643,27643,0,1,1018
27644,27644,0,1,1017
27645,27645,0,1,1018
27646,27646,0,1,1017
27647,27647,0,1,1017
27648,27648,0,1,1016
27649,27649,0,1,1017
27650,27650,0,1,1018
27651,27651,0,1,1020
27652,27652,0,1,1019
27653,27653,0,1,1020
27654,27654,0,1,1016
27655,27655,0,1,1019
27656,27656,0,1,1020
27657,27657,0,1,1019
27658,27658,0,1,1005
27659,27659,0,1,990
27660,27660,0,1,975
27661,27661,0,1,965
27662,27662,0,1,956
27663,27663,0,1,952
27664,27664,0,1,952
27665,27665,0,1,951
27666,27666,0,1,946
27667,27667,0,1,947
27668,27668,0,1,946
27669,27669,0,1,945
27670,27670,0,1,945
27671,27671,0,1,946
27672,27672,0,1,945
27673,27673,0,1,945
27674,27674,0,1,944
27675,27675,0,1,943
27676,27676,0,1,945
27677,27677,0,1,945
27678,27678,0,1,944
27679,27679,0,1,944
27680,27680,0,1,947
27681,27681,0,1,946
27682,27682,0,1,945
27683,27683,0,1,945
27684,27684,0,1,944
27685,27685,0,1,945
27686,27686,0,1,947
27687,27687,0,1,945
27688,27688,0,1,943
27689,27689,0,1,945
27690,27690,0,1,944
27691,27691,0,1,945
27692,27692,0,1,948
27693,27693,0,1,963
27694,27694,0,1,979
27695,27695,0,1,994
27696,27696,0,1,1003
27697,27697,0,1,1008
27698,27698,0,1,1011
27699,27699,0,1,1015
27700,27700,0,1,1015
27701,27701,0,1,1017
27702,27702,0,1,1018
27703,27703,0,1,1017
27704,27704,0,1,1016
27705,27705,0,1,1018
27706,27706,0,1,1018
27707,27707,0,1,1020
27708,27708,0,1,1020
27709,27709,0,1,1018
27710,27710,0,1,1009
27711,27711,0,1,991
27712,27712,0,1,974
27713,27713,0,1,964
27714,27714,0,1,956
27715,27715,0,1,951
27716,27716,0,1,950
27717,27717,0,1,947
27718,27718,0,1,948
27719,27719,0,1,945
27720,27720,0,1,946
27721,27721,0,1,943
27722,27722,0,1,948
27723,27723,0,1,948
27724,27724,0,1,947
27725,27725,0,1,945
27726,27726,0,1,950
27727,27727,0,1,952
27728,27728,0,1,970
27729,27729,0,1,985
27730,27730,0,1,995
27731,27731,0,1,1003
27732,27732,0,1,1009
27733,27733,0,1,1010
27734,27734,0,1,1013
27735,27735,0,1,1015
27736,27736,0,1,1014
27737,27737,0,1,1015
27738,27738,0,1,1019
27739,27739,0,1,1017
27740,27740,0,1,1017
27741,27741,0,1,1018
27742,27742,0,1,1016
27743,27743,0,1,1018
27744,27744,0,1,1017
27745,27745,0,1,1005
27746,27746,0,1,987
27747,27747,0,1,972
27748,27748,0,1,965
27749,27749,0,1,957
27750,27750,0,1,952
27751,27751,0,1,950
27752,27752,0,1,948
27753,27753,0,1,947
27754,27754,0,1,947
27755,27755,0,1,944
27756,27756,0,1,947
27757,27757,0,1,946
27758,27758,0,1,945
27759,27759,0,1,944
27760,27760,0,1,946
27761,27761,0,1,947
27762,27762,0,1,956
27763,27763,0,1,972
27764,27764,0,1,989
27765,27765,0,1,997
27766,27766,0,1,1003
27767,27767,0,1,1010
27768,27768,0,1,1013
27769,27769,0,1,1016
27770,27770,0,1,1019
27771,27771,0,1,1018
27772,27772,0,1,1017
27773,27773,0,1,1017
27774,27774,0,1,1018
27775,27775,0,1,1017
27776,27776,0,1,1019
27777,27777,0,1,1020
27778,27778,0,1,1018
27779,27779,0,1,1010
27780,27780,0,1,999
27781,27781,0,1,980
27782,27782,0,1,970
27783,27783,0,1,962
27784,27784,0,1,957
27785,27785,0,1,952
27786,27786,0,1,950
27787,27787,0,1,948
27788,27788,0,1,946
27789,27789,0,1,948
27790,27790,0,1,948
27791,27791,0,1,947
27792,27792,0,1,945
27793,27793,0,1,945
27794,27794,0,1,944
27795,27795,0,1,946
27796,27796,0,1,949
27797,27797,0,1,962
27798,27798,0,1,977
27799,27799,0,1,993
27800,27800,0,1,1001
27801,27801,0,1,1006
27802,27802,0,1,1009
27803,27803,0,1,1013
27804,27804,0,1,1016
27805,27805,0,1,1018
27806,27806,0,1,1016
27807,27807,0,1,1019
27808,27808,0,1,1018
27809,27809,0,1,1018
27810,27810,0,1,1017
27811,27811,0,1,1019
27812,27812,0,1,1018
27813,27813,0,1,1018
27814,27814,0,1,1017
27815,27815,0,1,1019
27816,27816,0,1,1019
27817,27817,0,1,1018
27818,27818,0,1,1019
27819,27819,0,1,1019
27820,27820,0,1,1019
27821,27821,0,1,1019
27822,27822,0,1,1019
27823,27823,0,1,1019
27824,27824,0,1,1019
27825,27825,0,1,1017
27826,27826,0,1,1017
27827,27827,0,1,1019
27828,27828,0,1,1019
27829,27829,0,1,1019
27830,27830,0,1,1017
27831,27831,0,1,1014
27832,27832,0,1,998
27833,27833,0,1,984
27834,27834,0,1,971
27835,27835,0,1,963
27836,27836,0,1,955
27837,27837,0,1,953
27838,27838,0,1,950
27839,27839,0,1,947
27840,27840,0,1,946
27841,27841,0,1,948
27842,27842,0,1,949
27843,27843,0,1,947
27844,27844,0,1,945
27845,27845,0,1,945
27846,27846,0,1,944
27847,27847,0,1,943
27848,27848,0,1,944
27849,27849,0,1,945
27850,27850,0,1,945
27851,27851,0,1,946
27852,27852,0,1,946
27853,27853,0,1,945
27854,27854,0,1,946
27855,27855,0,1,943
27856,27856,0,1,946
27857,27857,0,1,947
27858,27858,0,1,946
27859,27859,0,1,945
27860,27860,0,1,946
27861,27861,0,1,947
27862,27862,0,1,948
27863,27863,0,1,944
27864,27864,0,1,946
27865,27865,0,1,945
27866,27866,0,1,955
27867,27867,0,1,971
27868,27868,0,1,986
27869,27869,0,1,997
27870,27870,0,1,1003
27871,27871,0,1,1008
27872,27872,0,1,1013
27873,27873,0,1,1013
27874,27874,0,1,1017
27875,27875,0,1,1017
27876,27876,0,1,1018
27877,27877,0,1,1016
27878,27878,0,1,1020
27879,27879,0,1,1021
27880,27880,0,1,1020
27881,27881,0,1,1018
27882,27882,0,1,1021
27883,27883,0,1,1014
27884,27884,0,1,1002
27885,27885,0,1,984
27886,27886,0,1,970
27887,27887,0,1,960
27888,27888,0,1,955
27889,27889,0,1,952
27890,27890,0,1,949
27891,27891,0,1,946
27892,27892,0,1,948
27893,27893,0,1,946
27894,27894,0,1,946
27895,27895,0,1,945
27896,27896,0,1,947
27897,27897,0,1,946
27898,27898,0,1,946
27899,27899,0,1,945
27900,27900,0,1,947
27901,27901,0,1,957
27902,27902,0,1,977
27903,27903,0,1,992
27904,27904,0,1,999
27905,27905,0,1,1007
27906,27906,0,1,1012
27907,27907,0,1,1013
27908,27908,0,1,1016
27909,27909,0,1,1015
27910,27910,0,1,1018
27911,27911,0,1,1017
27912,27912,0,1,1017
27913,27913,0,1,1017
27914,27914,0,1,1019
27915,27915,0,1,1018
27916,27916,0,1,1019
27917,27917,0,1,1020
27918,27918,0,1,1014
27919,27919,0,1,998
27920,27920,0,1,982
27921,27921,0,1,970
27922,27922,0,1,960
27923,27923,0,1,954
27924,27924,0,1,951
27925,27925,0,1,948
27926,27926,0,1,947
27927,27927,0,1,947
27928,27928,0,1,947
27929,27929,0,1,946
27930,27930,0,1,947
27931,27931,0,1,946
27932,27932,0,1,945
27933,27933,0,1,946
27934,27934,0,1,945
27935,27935,0,1,949
27936,27936,0,1,963
27937,27937,0,1,978
27938,27938,0,1,994
27939,27939,0,1,1001
27940,27940,0,1,1008
27941,27941,0,1,1010
27942,27942,0,1,1014
27943,27943,0,1,1015
27944,27944,0,1,1015
27945,27945,0,1,1016
27946,27946,0,1,1016
27947,27947,0,1,1019
27948,27948,0,1,1021
27949,27949,0,1,1018
27950,27950,0,1,1019
27951,27951,0,1,1019
27952,27952,0,1,1018
27953,27953,0,1,1009
27954,27954,0,1,990
27955,27955,0,1,978
27956,27956,0,1,965
27957,27957,0,1,959
27958,27958,0,1,952
27959,27959,0,1,951
27960,27960,0,1,949
27961,27961,0,1,948
27962,27962,0,1,943
27963,27963,0,1,946
27964,27964,0,1,948
27965,27965,0,1,946
27966,27966,0,1,945
27967,27967,0,1,946
27968,27968,0,1,947
27969,27969,0,1,947
27970,27970,0,1,949
27971,27971,0,1,966
27972,27972,0,1,981
27973,27973,0,1,998
27974,27974,0,1,1006
27975,27975,0,1,1011
27976,27976,0,1,1012
27977,27977,0,1,1015
27978,27978,0,1,1016
27979,27979,0,1,1016
27980,27980,0,1,1017
27981,27981,0,1,1016
27982,27982,0,1,1018
27983,27983,0,1,1019
27984,27984,0,1,1019
27985,27985,0,1,1019
27986,27986,0,1,1019
27987,27987,0,1,1019
27988,27988,0,1,1018
27989,27989,0,1,1019
27990,27990,0,1,1017
27991,27991,0,1,1017
27992,27992,0,1,1019
27993,27993,0,1,1020
27994,27994,0,1,1021
27995,27995,0,1,1019
27996,27996,0,1,1019
27997,27997,0,1,1020
27998,27998,0,1,1021
27999,27999,0,1,1019
28000,28000,0,1,1019
28001,28001,0,1,1017
28002,28002,0,1,1017
28003,28003,0,1,1018
28004,28004,0,1,1019
28005,28005,0,1,1008
28006,28006,0,1,994
28007,28007,0,1,980
28008,28008,0,1,966
28009,28009,0,1,958
28010,28010,0,1,954
28011,28011,0,1,949
28012,28012,0,1,950
28013,28013,0,1,948
28014,28014,0,1,947
28015,28015,0,1,947
28016,28016,0,1,947
28017,28017,0,1,947
28018,28018,0,1,945
28019,28019,0,1,946
28020,28020,0,1,948
28021,28021,0,1,946
28022,28022,0,1,948
28023,28023,0,1,945
28024,28024,0,1,946
28025,28025,0,1,946
28026,28026,0,1,945
28027,28027,0,1,946
28028,28028,0,1,945
28029,28029,0,1,944
28030,28030,0,1,946
28031,28031,0,1,945
28032,28032,0,1,948
28033,28033,0,1,946
28034,28034,0,1,945
28035,28035,0,1,945
28036,28036,0,1,946
28037,28037,0,1,946
28038,28038,0,1,947
28039,28039,0,1,946
28040,28040,0,1,963
28041,28041,0,1,979
28042,28042,0,1,995
28043,28043,0,1,1000
28044,28044,0,1,1009
28045,28045,0,1,1008
28046,28046,0,1,1013
28047,28047,0,1,1014
28048,28048,0,1,1015
28049,28049,0,1,1014
28050,28050,0,1,1017
28051,28051,0,1,1015
28052,28052,0,1,1017
28053,28053,0,1,1021
28054,28054,0,1,1020
28055,28055,0,1,1020
28056,28056,0,1,1019
28057,28057,0,1,1011
28058,28058,0,1,994
28059,28059,0,1,979
28060,28060,0,1,968
28061,28061,0,1,957
28062,28062,0,1,952
28063,28063,0,1,951
28064,28064,0,1,951
28065,28065,0,1,949
28066,28066,0,1,949
28067,28067,0,1,947
28068,28068,0,1,946
28069,28069,0,1,946
28070,28070,0,1,947
28071,28071,0,1,944
28072,28072,0,1,947
28073,28073,0,1,945
28074,28074,0,1,950
28075,28075,0,1,963
28076,28076,0,1,980
28077,28077,0,1,993
28078,28078,0,1,1003
28079,28079,0,1,1008
28080,28080,0,1,1012
28081,28081,0,1,1014
28082,28082,0,1,1018
28083,28083,0,1,1017
28084,28084,0,1,1016
28085,28085,0,1,1017
28086,28086,0,1,1018
28087,28087,0,1,1020
28088,28088,0,1,1020
28089,28089,0,1,1020
28090,28090,0,1,1019
28091,28091,0,1,1018
28092,28092,0,1,1004
28093,28093,0,1,991
28094,28094,0,1,976
28095,28095,0,1,964
28096,28096,0,1,957
28097,28097,0,1,952
28098,28098,0,1,950
28099,28099,0,1,949
28100,28100,0,1,947
28101,28101,0,1,947
28102,28102,0,1,947
28103,28103,0,1,947
28104,28104,0,1,946
28105,28105,0,1,944
28106,28106,0,1,947
28107,28107,0,1,948
28108,28108,0,1,947
28109,28109,0,1,953
28110,28110,0,1,970
28111,28111,0,1,986
28112,28112,0,1,997
28113,28113,0,1,1006
28114,28114,0,1,1009
28115,28115,0,1,1012
28116,28116,0,1,1015
28117,28117,0,1,1016
28118,28118,0,1,1016
28119,28119,0,1,1016
28120,28120,0,1,1017
28121,28121,0,1,1017
28122,28122,0,1,1016
28123,28123,0,1,1019
28124,28124,0,1,1017
28125,28125,0,1,1018
28126,28126,0,1,1015
28127,28127,0,1,1003
28128,28128,0,1,987
28129,28129,0,1,972
28130,28130,0,1,963
28131,28131,0,1,959
28132,28132,0,1,953
28133,28133,0,1,948
28134,28134,0,1,948
28135,28135,0,1,946
28136,28136,0,1,946
28137,28137,0,1,946
28138,28138,0,1,945
28139,28139,0,1,945
28140,28140,0,1,946
28141,28141,0,1,945
28142,28142,0,1,945
28143,28143,0,1,946
28144,28144,0,1,956
28145,28145,0,1,974
28146,28146,0,1,990
28147,28147,0,1,999
28148,28148,0,1,1007
28149,28149,0,1,1011
28150,28150,0,1,1013
28151,28151,0,1,1014
28152,28152,0,1,1017
28153,28153,0,1,1019
28154,28154,0,1,1018
28155,28155,0,1,1019
28156,28156,0,1,1017
28157,28157,0,1,1019
28158,28158,0,1,1020
28159,28159,0,1,1020
28160,28160,0,1,1020
28161,28161,0,1,1018
28162,28162,0,1,1018
28163,28163,0,1,1020
28164,28164,0,1,1019
28165,28165,0,1,1019
28166,28166,0,1,1019
28167,28167,0,1,1018
28168,28168,0,1,1020
28169,28169,0,1,1019
28170,28170,0,1,1020
28171,28171,0,1,1019
28172,28172,0,1,1020
28173,28173,0,1,1019
28174,28174,0,1,1018
28175,28175,0,1,1020
28176,28176,0,1,1019
28177,28177,0,1,1019
28178,28178,0,1,1016
28179,28179,0,1,1003
28180,28180,0,1,987
28181,28181,0,1,973
28182,28182,0,1,964
28183,28183,0,1,956
28184,28184,0,1,954
28185,28185,0,1,950
28186,28186,0,1,949
28187,28187,0,1,947
28188,28188,0,1,948
28189,28189,0,1,946
28190,28190,0,1,947
28191,28191,0,1,943
28192,28192,0,1,946
28193,28193,0,1,944
28194,28194,0,1,945
28195,28195,0,1,944
28196,28196,0,1,946
28197,28197,0,1,946
28198,28198,0,1,949
28199,28199,0,1,947
28200,28200,0,1,948
28201,28201,0,1,947
28202,28202,0,1,946
28203,28203,0,1,946
28204,28204,0,1,948
28205,28205,0,1,946
28206,28206,0,1,946
28207,28207,0,1,946
28208,28208,0,1,946
28209,28209,0,1,944
28210,28210,0,1,944
28211,28211,0,1,944
28212,28212,0,1,946
28213,28213,0,1,951
28214,28214,0,1,968
28215,28215,0,1,983
28216,28216,0,1,997
28217,28217,0,1,1003
28218,28218,0,1,1008
28219,28219,0,1,1014
28220,28220,0,1,1016
28221,28221,0,1,1016
28222,28222,0,1,1018
28223,28223,0,1,1017
28224,28224,0,1,1015
28225,28225,0,1,1019
28226,28226,0,1,1017
28227,28227,0,1,1018
28228,28228,0,1,1018
28229,28229,0,1,1020
28230,28230,0,1,1017
28231,28231,0,1,1006
28232,28232,0,1,987
28233,28233,0,1,972
28234,28234,0,1,966
28235,28235,0,1,956
28236,28236,0,1,953
28237,28237,0,1,950
28238,28238,0,1,948
28239,28239,0,1,947
28240,28240,0,1,946
28241,28241,0,1,949
28242,28242,0,1,947
28243,28243,0,1,946
28244,28244,0,1,947
28245,28245,0,1,948
28246,28246,0,1,947
28247,28247,0,1,946
28248,28248,0,1,953
28249,28249,0,1,969
28250,28250,0,1,986
28251,28251,0,1,997
28252,28252,0,1,1005
28253,28253,0,1,1009
28254,28254,0,1,1012
28255,28255,0,1,1014
28256,28256,0,1,1014
28257,28257,0,1,1017
28258,28258,0,1,1018
28259,28259,0,1,1016
28260,28260,0,1,1017
28261,28261,0,1,1020
28262,28262,0,1,1018
28263,28263,0,1,1019
28264,28264,0,1,1019
28265,28265,0,1,1015
28266,28266,0,1,1002
28267,28267,0,1,984
28268,28268,0,1,969
28269,28269,0,1,960
28270,28270,0,1,955
28271,28271,0,1,950
28272,28272,0,1,949
28273,28273,0,1,949
28274,28274,0,1,947
28275,28275,0,1,948
28276,28276,0,1,945
28277,28277,0,1,948
28278,28278,0,1,945
28279,28279,0,1,946
28280,28280,0,1,945
28281,28281,0,1,946
28282,28282,0,1,947
28283,28283,0,1,958
28284,28284,0,1,977
28285,28285,0,1,990
28286,28286,0,1,1000
28287,28287,0,1,1006
28288,28288,0,1,1011
28289,28289,0,1,1013
28290,28290,0,1,1014
28291,28291,0,1,1017
28292,28292,0,1,1016
28293,28293,0,1,1017
28294,28294,0,1,1019
28295,28295,0,1,1018
28296,28296,0,1,1021
28297,28297,0,1,1018
28298,28298,0,1,1017
28299,28299,0,1,1016
28300,28300,0,1,1011
28301,28301,0,1,994
28302,28302,0,1,979
28303,28303,0,1,968
28304,28304,0,1,958
28305,28305,0,1,951
28306,28306,0,1,950
28307,28307,0,1,948
28308,28308,0,1,949
28309,28309,0,1,946
28310,28310,0,1,947
28311,28311,0,1,946
28312,28312,0,1,947
28313,28313,0,1,945
28314,28314,0,1,946
28315,28315,0,1,947
28316,28316,0,1,946
28317,28317,0,1,949
28318,28318,0,1,965
28319,28319,0,1,983
28320,28320,0,1,994
28321,28321,0,1,1002
28322,28322,0,1,1007
28323,28323,0,1,1012
28324,28324,0,1,1015
28325,28325,0,1,1014
28326,28326,0,1,1016
28327,28327,0,1,1015
28328,28328,0,1,1017
28329,28329,0,1,1016
28330,28330,0,1,1017
28331,28331,0,1,1018
28332,28332,0,1,1019
28333,28333,0,1,1020
28334,28334,0,1,1019
28335,28335,0,1,1019
28336,28336,0,1,1020
28337,28337,0,1,1018
28338,28338,0,1,1020
28339,28339,0,1,1019
28340,28340,0,1,1019
28341,28341,0,1,1018
28342,28342,0,1,1017
28343,28343,0,1,1017
28344,28344,0,1,1018
28345,28345,0,1,1017
28346,28346,0,1,1017
28347,28347,0,1,1021
28348,28348,0,1,1017
28349,28349,0,1,1018
28350,28350,0,1,1018
28351,28351,0,1,1018
28352,28352,0,1,1013
28353,28353,0,1,999
28354,28354,0,1,981
28355,28355,0,1,969
28356,28356,0,1,963
28357,28357,0,1,954
28358,28358,0,1,952
28359,28359,0,1,950
28360,28360,0,1,947
28361,28361,0,1,946
28362,28362,0,1,946
28363,28363,0,1,945
28364,28364,0,1,942
28365,28365,0,1,945
28366,28366,0,1,945
28367,28367,0,1,945
28368,28368,0,1,945
28369,28369,0,1,945
28370,28370,0,1,944
28371,28371,0,1,944
28372,28372,0,1,943
28373,28373,0,1,946
28374,28374,0,1,945
28375,28375,0,1,946
28376,28376,0,1,947
28377,28377,0,1,945
28378,28378,0,1,947
28379,28379,0,1,947
28380,28380,0,1,944
28381,28381,0,1,947
28382,28382,0,1,945
28383,28383,0,1,946
28384,28384,0,1,945
28385,28385,0,1,947
28386,28386,0,1,947
28387,28387,0,1,956
28388,28388,0,1,971
28389,28389,0,1,989
28390,28390,0,1,998
28391,28391,0,1,1006
28392,28392,0,1,1011
28393,28393,0,1,1013
28394,28394,0,1,1014
28395,28395,0,1,1018
28396,28396,0,1,1019
28397,28397,0,1,1018
28398,28398,0,1,1017
28399,28399,0,1,1017
28400,28400,0,1,1018
28401,28401,0,1,1018
28402,28402,0,1,1017
28403,28403,0,1,1017
28404,28404,0,1,1014
28405,28405,0,1,998
28406,28406,0,1,983
28407,28407,0,1,970
28408,28408,0,1,959
28409,28409,0,1,956
28410,28410,0,1,950
28411,28411,0,1,950
28412,28412,0,1,948
28413,28413,0,1,947
28414,28414,0,1,947
28415,28415,0,1,947
28416,28416,0,1,949
28417,28417,0,1,944
28418,28418,0,1,944
28419,28419,0,1,946
28420,28420,0,1,945
28421,28421,0,1,947
28422,28422,0,1,959
28423,28423,0,1,978
28424,28424,0,1,992
28425,28425,0,1,1001
28426,28426,0,1,1006
28427,28427,0,1,1013
28428,28428,0,1,1014
28429,28429,0,1,1014
28430,28430,0,1,1017
28431,28431,0,1,1017
28432,28432,0,1,1017
28433,28433,0,1,1015
28434,28434,0,1,1017
28435,28435,0,1,1018
28436,28436,0,1,1018
28437,28437,0,1,1016
28438,28438,0,1,1018
28439,28439,0,1,1009
28440,28440,0,1,992
28441,28441,0,1,977
28442,28442,0,1,966
28443,28443,0,1,959
28444,28444,0,1,953
28445,28445,0,1,950
28446,28446,0,1,949
28447,28447,0,1,948
28448,28448,0,1,946
28449,28449,0,1,946
28450,28450,0,1,946
28451,28451,0,1,946
28452,28452,0,1,946
28453,28453,0,1,945
28454,28454,0,1,944
28455,28455,0,1,945
28456,28456,0,1,949
28457,28457,0,1,965
28458,28458,0,1,983
28459,28459,0,1,992
28460,28460,0,1,1002
28461,28461,0,1,1004
28462,28462,0,1,1012
28463,28463,0,1,1012
28464,28464,0,1,1016
28465,28465,0,1,1016
28466,28466,0,1,1017
28467,28467,0,1,1018
28468,28468,0,1,1018
28469,28469,0,1,1016
28470,28470,0,1,1017
28471,28471,0,1,1016
28472,28472,0,1,1018
28473,28473,0,1,1016
28474,28474,0,1,1007
28475,28475,0,1,989
28476,28476,0,1,974
28477,28477,0,1,962
28478,28478,0,1,954
28479,28479,0,1,951
28480,28480,0,1,948
28481,28481,0,1,947
28482,28482,0,1,945
28483,28483,0,1,947
28484,28484,0,1,946
28485,28485,0,1,944
28486,28486,0,1,945
28487,28487,0,1,946
28488,28488,0,1,946
28489,28489,0,1,944
28490,28490,0,1,946
28491,28491,0,1,952
28492,28492,0,1,970
28493,28493,0,1,985
28494,28494,0,1,998
28495,28495,0,1,1004
28496,28496,0,1,1010
28497,28497,0,1,1012
28498,28498,0,1,1013
28499,28499,0,1,1016
28500,28500,0,1,1015
28501,28501,0,1,1017
28502,28502,0,1,1018
28503,28503,0,1,1016
28504,28504,0,1,1017
28505,28505,0,1,1017
28506,28506,0,1,1019
28507,28507,0,1,1017
28508,28508,0,1,1017
28509,28509,0,1,1019
28510,28510,0,1,1019
28511,28511,0,1,1019
28512,28512,0,1,1020
28513,28513,0,1,1017
28514,28514,0,1,1019
28515,28515,0,1,1019
28516,28516,0,1,1018
28517,28517,0,1,1019
28518,28518,0,1,1019
28519,28519,0,1,1018
28520,28520,0,1,1017
28521,28521,0,1,1016
28522,28522,0,1,1016
28523,28523,0,1,1019
28524,28524,0,1,1018
28525,28525,0,1,1016
28526,28526,0,1,1006
28527,28527,0,1,990
28528,28528,0,1,976
28529,28529,0,1,966
28530,28530,0,1,957
28531,28531,0,1,956
28532,28532,0,1,950
28533,28533,0,1,949
28534,28534,0,1,949
28535,28535,0,1,948
28536,28536,0,1,944
28537,28537,0,1,945
28538,28538,0,1,943
28539,28539,0,1,944
28540,28540,0,1,945
28541,28541,0,1,945
28542,28542,0,1,946
28543,28543,0,1,945
28544,28544,0,1,944
28545,28545,0,1,945
28546,28546,0,1,946
28547,28547,0,1,946
28548,28548,0,1,946
28549,28549,0,1,946
28550,28550,0,1,944
28551,28551,0,1,945
28552,28552,0,1,946
